PlayerID,PlayerName,birthDate,birthPlace,draft_pick,draft_round,draft_year,college,height,weight,shoots,position
876,John Crotty,"July 15, 1969",USA,,,,University of Virginia,6-1,185lb,Left,Point Guard
877,John Edwards,"July 31, 1981",USA,,,,Kent State University,7-0,275lb,Right,Center
878,John Henson,"December 28, 1990",USA,14th overall,1st round,2012,University of North Carolina,6-11,219lb,Right,Center and Power Forward
879,John Jenkins,"March 6, 1991",USA,23rd overall,1st round,2012,Vanderbilt University,6-4,215lb,Right,Shooting Guard
880,John Long,"August 28, 1956",USA,29th overall,2nd round,1978,University of Detroit Mercy,6-5,195lb,Right,Shooting Guard
881,John Lucas III,"November 21, 1982",District of Columbia,,,,"Baylor University, Oklahoma State University",5-11,166lb,Right,Point Guard
882,John Salley,"May 16, 1964",USA,11th overall,1st round,1986,Georgia Institute of Technology,6-11,230lb,Right,Center and Power Forward
883,John Salmons,"December 12, 1979",USA,26th overall,1st round,2002,University of Miami,6-7,210lb,Right,Shooting Guard and Small Forward and Point Guard
884,John Starks,"August 10, 1965",USA,,,,Oklahoma State University,6-3,180lb,Right,Shooting Guard
885,John Stockton,"March 26, 1962",USA,16th overall,1st round,1984,Gonzaga University,6-1,170lb,Right,Point Guard
886,John Thomas,"September 8, 1975",USA,25th overall,1st round,1997,University of Minnesota,6-9,265lb,Right,Power Forward and Center
887,John Wall,"September 6, 1990",USA,1st overall,1st round,2010,University of Kentucky,6-4,210lb,Right,Point Guard
888,John Wallace,"February 9, 1974",USA,18th overall,1st round,1996,Syracuse University,6-8,225lb,Right,Small Forward
889,Johnny Newman,"November 28, 1963",USA,29th overall,2nd round,1986,University of Richmond,6-7,190lb,Right,Shooting Guard and Small Forward
890,Johnny Taylor,"June 4, 1974",USA,17th overall,1st round,1997,"Indian Hills Community College, University of Tennessee at Chattanooga",6-9,220lb,Right,Small Forward
891,Jon Barry,"July 25, 1969",USA,21st overall,1st round,1992,"University of the Pacific, Georgia Institute of Technology",6-4,195lb,Right,Shooting Guard
892,Jon Brockman,"March 20, 1987",USA,38th overall,2nd round,2009,University of Washington,6-7,255lb,Right,Center and Power Forward
893,Jon Leuer,"May 14, 1989",USA,40th overall,2nd round,2011,University of Wisconsin,6-10,228lb,Right,Center and Power Forward
894,Jonas Jerebko,"March 2, 1987",Sweden,39th overall,2nd round,2009,,6-10,231lb,Right,Power Forward
895,Jonas Valanciunas,"May 6, 1992",Lithuania,5th overall,1st round,2011,,7-0,265lb,Right,Center
896,Jonathan Bender,"January 30, 1981",USA,5th overall,1st round,1999,,6-11,202lb,Right,Small Forward
897,Jonathan Gibson,"November 8, 1987",USA,,,,New Mexico State University,6-2,185lb,Right,Point Guard
898,Jonathan Isaac,"October 3, 1997",USA,6th overall,1st round,2017,Florida State University,6-10,210lb,Right,Power Forward
899,Jonathan Kerner,"June 6, 1974",USA,,,,"Florida State University, East Carolina University",6-11,245lb,Right,Center
900,Jonathon Simmons,"September 14, 1989",USA,,,,University of Houston,6-6,195lb,Right,Shooting Guard and Small Forward
901,Jonny Flynn,"February 6, 1989",USA,6th overall,1st round,2009,Syracuse University,6-0,185lb,Right,Point Guard
902,Jordan Adams,"July 8, 1994",USA,22nd overall,1st round,2014,"University of California, Los Angeles",6-5,209lb,Right,Shooting Guard
903,Jordan Bell,"January 7, 1995",USA,38th overall,2nd round,2017,University of Oregon,6-9,224lb,Right,Center
904,Jordan Clarkson,"June 7, 1992",USA,46th overall,2nd round,2014,"University of Tulsa, University of Missouri",6-5,194lb,Right,Shooting Guard and Point Guard
905,Jordan Crawford,"October 23, 1988",USA,27th overall,1st round,2010,"Indiana University, Xavier University",6-4,195lb,Right,Shooting Guard and Point Guard
906,Jordan Farmar,"November 30, 1986",USA,26th overall,1st round,2006,"University of California, Los Angeles",6-2,180lb,Right,Point Guard
907,Jordan Hamilton,"October 6, 1990",USA,26th overall,1st round,2011,University of Texas at Austin,6-7,220lb,Right,Small Forward
908,Jordan Hill,"July 27, 1987",USA,8th overall,1st round,2009,University of Arizona,6-10,235lb,Right,Center and Power Forward
909,Jordan McRae,"March 28, 1991",USA,58th overall,2nd round,2014,University of Tennessee,6-5,179lb,Right,Shooting Guard and Point Guard
910,Jordan Mickey,"July 9, 1994",USA,33rd overall,2nd round,2015,Louisiana State University,6-8,235lb,Right,Power Forward
911,Jordan Williams,"October 11, 1990",USA,36th overall,2nd round,2011,University of Maryland,6-10,260lb,Right,Center
912,Jorge Garbajosa,"December 19, 1977",Spain,,,,,6-9,245lb,Right,Power Forward
913,Jorge Gutierrez,"December 27, 1988",Mexico,,,,University of California,6-3,191lb,Right,Point Guard
914,Jose Calderon,"September 28, 1981",Spain,,,,,6-3,200lb,Right,Shooting Guard and Point Guard
915,Joseph Forte,"March 23, 1981",USA,21st overall,1st round,2001,University of North Carolina,6-4,194lb,Right,Shooting Guard
916,Josh Boone,"November 21, 1984",USA,23rd overall,1st round,2006,University of Connecticut,6-10,237lb,Right,Center and Power Forward
917,Josh Childress,"June 20, 1983",USA,6th overall,1st round,2004,Stanford University,6-8,210lb,Right,Shooting Guard and Small Forward
918,Josh Davis,"August 10, 1980",USA,,,,University of Wyoming,6-8,235lb,Right,Power Forward
919,Josh Gray,"September 9, 1993",USA,,,,Louisiana State University,6-1,180lb,Right,Point Guard
920,Josh Harrellson,"February 12, 1989",USA,45th overall,2nd round,2011,University of Kentucky,6-10,275lb,Right,Power Forward and Center
921,Josh Hart,"March 6, 1995",USA,30th overall,1st round,2017,Villanova University,6-5,215lb,Right,Shooting Guard
922,Josh Howard,"April 28, 1980",USA,29th overall,1st round,2003,Wake Forest University,6-7,210lb,Right,Small Forward
923,Josh Huestis,"December 19, 1991",USA,29th overall,1st round,2014,Stanford University,6-7,230lb,Right,Power Forward
924,Josh Jackson,"February 10, 1997",USA,4th overall,1st round,2017,University of Kansas,6-8,200lb,Right,Small Forward and Shooting Guard
925,Josh McRoberts,"February 28, 1987",USA,37th overall,2nd round,2007,Duke University,6-10,240lb,Left,Center and Power Forward
926,Josh Powell,"January 25, 1983",USA,,,,North Carolina State University,6-9,225lb,Right,Power Forward and Center
927,Josh Richardson,"September 15, 1993",USA,40th overall,2nd round,2015,University of Tennessee,6-6,200lb,Right,Shooting Guard and Small Forward
928,Josh Selby,"March 27, 1991",USA,49th overall,2nd round,2011,University of Kansas,6-2,183lb,Right,Point Guard
929,Josh Smith,"December 5, 1985",USA,17th overall,1st round,2004,,6-9,225lb,Left,Small Forward and Power Forward
930,Jrue Holiday,"June 12, 1990",USA,17th overall,1st round,2009,"University of California, Los Angeles",6-4,205lb,Right,Point Guard and Shooting Guard
931,Juan Carlos Navarro,"June 13, 1980",Spain,40th overall,2nd round,2002,,6-3,170lb,Right,Shooting Guard
932,Juan Dixon,"October 9, 1978",USA,17th overall,1st round,2002,University of Maryland,6-3,164lb,Right,Point Guard and Shooting Guard
933,Juaquin Hawkins,"July 2, 1973",USA,,,,"California State University, Long Beach",6-7,220lb,Left,Shooting Guard
934,Jud Buechler,"June 19, 1968",USA,38th overall,2nd round,1990,University of Arizona,6-6,220lb,Right,Small Forward
935,Julian Wright,"May 20, 1987",USA,13th overall,1st round,2007,University of Kansas,6-8,225lb,Right,Small Forward
936,Julius Hodge,"November 18, 1983",USA,20th overall,1st round,2005,North Carolina State University,6-7,210lb,Right,Shooting Guard
937,Julius Randle,"November 29, 1994",USA,7th overall,1st round,2014,University of Kentucky,6-9,250lb,Left,Power Forward and Center
938,Julyan Stone,"December 7, 1988",USA,,,,University of Texas at El Paso,6-6,200lb,Right,Point Guard and Shooting Guard
939,Jumaine Jones,"February 10, 1979",USA,27th overall,1st round,1999,University of Georgia,6-8,218lb,Right,Small Forward and Shooting Guard and Power Forward
940,Junior Harrington,"October 2, 1980",USA,,,,Wingate University,6-4,180lb,Right,Shooting Guard and Point Guard
941,Justin Anderson,"November 19, 1993",USA,21st overall,1st round,2015,University of Virginia,6-6,230lb,Left,Small Forward
942,Justin Hamilton,"April 1, 1990",USA,45th overall,2nd round,2012,"Iowa State University, Louisiana State University",7-0,260lb,Right,Center
943,Justin Harper,"August 30, 1989",USA,32nd overall,2nd round,2011,University of Richmond,6-10,225lb,Right,Power Forward
944,Justin Holiday,"April 5, 1989",USA,,,,University of Washington,6-6,181lb,Right,Shooting Guard
945,Justin Jackson,"March 28, 1995",USA,15th overall,1st round,2017,University of North Carolina,6-8,210lb,Right,Small Forward
946,Justin Patton,"June 14, 1997",USA,16th overall,1st round,2017,Creighton University,7-0,241lb,Right,Center
947,Justin Reed,"January 16, 1982",USA,40th overall,2nd round,2004,University of Mississippi,6-8,240lb,Right,Small Forward and Power Forward
948,Justin Williams,"May 12, 1984",USA,,,,University of Wyoming,6-10,225lb,Right,Center
949,Justise Winslow,"March 26, 1996",USA,10th overall,1st round,2015,Duke University,6-7,225lb,Left,Power Forward and Small Forward
950,Jusuf Nurkic,"August 23, 1994",Bosnia and Herzegovina,16th overall,1st round,2014,,7-0,275lb,Right,Center
951,Juwan Howard,"February 7, 1973",USA,5th overall,1st round,1994,University of Michigan,6-9,240lb,Right,Small Forward and Power Forward and Center
952,Kaniel Dickens,"July 21, 1978",USA,50th overall,2nd round,2000,"Tyler Junior College, University of Idaho",6-8,215lb,Right,Small Forward and Power Forward
953,Kareem Rush,"October 30, 1980",USA,20th overall,1st round,2002,University of Missouri,6-6,215lb,Left,Shooting Guard and Point Guard
954,Karl Malone,"July 24, 1963",USA,13th overall,1st round,1985,Louisiana Tech University,6-9,250lb,Right,Power Forward
955,Karl-Anthony Towns,"November 15, 1995",USA,1st overall,1st round,2015,University of Kentucky,7-0,248lb,Right,Center
956,Kawhi Leonard,"June 29, 1991",USA,15th overall,1st round,2011,San Diego State University,6-7,230lb,Right,Small Forward
957,Kebu Stewart,"December 19, 1973",USA,35th overall,2nd round,1997,"University of Nevada, Las Vegas, California State University, Bakersfield",6-8,239lb,Right,Power Forward
958,Kedrick Brown,"March 18, 1981",USA,11th overall,1st round,2001,Okaloosa-Walton Community College,6-7,222lb,Right,Small Forward
959,Keith Appling,"February 13, 1992",USA,,,,Michigan State University,6-1,185lb,Right,Point Guard
960,Keith Askins,"December 15, 1967",USA,,,,University of Alabama,6-7,197lb,Right,Small Forward
961,Keith Bogans,"May 12, 1980",USA,43rd overall,2nd round,2003,University of Kentucky,6-5,215lb,Right,Small Forward and Shooting Guard
962,Keith Booth,"October 9, 1974",USA,28th overall,1st round,1997,University of Maryland,6-6,226lb,Right,Small Forward
963,Keith Closs,"April 3, 1976",USA,,,,Central Connecticut State University,7-3,212lb,Left,Center
964,Keith Langford,"September 15, 1983",USA,,,,University of Kansas,6-4,215lb,Left,Shooting Guard
965,Keith McLeod,"November 5, 1979",USA,,,,Bowling Green State University,6-2,188lb,Right,Point Guard
966,Keith Van Horn,"October 23, 1975",USA,2nd overall,1st round,1997,University of Utah,6-10,220lb,Right,Power Forward and Small Forward
967,Kelenna Azubuike,"December 16, 1983",United Kingdom,,,,University of Kentucky,6-5,220lb,Right,Shooting Guard and Small Forward
968,Kelly McCarty,"August 24, 1975",USA,,,,University of Southern Mississippi,6-7,200lb,Right,Shooting Guard
969,Kelly Olynyk,"April 19, 1991",Canada,13th overall,1st round,2013,Gonzaga University,7-0,240lb,Right,Center and Power Forward
970,Kelly Oubre Jr.,"December 9, 1995",USA,15th overall,1st round,2015,University of Kansas,6-7,205lb,Left,Small Forward
971,Kelvin Cato,"August 26, 1974",USA,15th overall,1st round,1997,"University of South Alabama, Iowa State University",6-11,255lb,Right,Center and Power Forward
972,Kemba Walker,"May 8, 1990",USA,9th overall,1st round,2011,University of Connecticut,6-1,184lb,Right,Point Guard
974,Ken Norman,"September 5, 1964",USA,19th overall,1st round,1987,University of Illinois at Urbana-Champaign,6-8,215lb,Right,Small Forward
975,Kendall Gill,"May 25, 1968",USA,5th overall,1st round,1990,University of Illinois at Urbana-Champaign,6-5,195lb,Right,Shooting Guard and Small Forward
976,Kendall Marshall,"August 19, 1991",USA,13th overall,1st round,2012,University of North Carolina,6-4,200lb,Left,Point Guard
977,Kendrick Perkins,"November 10, 1984",USA,27th overall,1st round,2003,,6-10,270lb,Right,Center
978,Kenneth Faried,"November 19, 1989",USA,22nd overall,1st round,2011,Morehead State University,6-8,220lb,Right,Center and Power Forward
979,Kenny Anderson,"October 9, 1970",USA,2nd overall,1st round,1991,Georgia Institute of Technology,6-0,168lb,Left,Point Guard
980,Kenny Satterfield,"April 10, 1981",USA,54th overall,2nd round,2001,University of Cincinnati,6-2,186lb,Right,Point Guard
981,Kenny Smith,"March 8, 1965",USA,6th overall,1st round,1987,University of North Carolina,6-3,170lb,Right,Point Guard
982,Kenny Thomas,"July 25, 1977",USA,22nd overall,1st round,1999,University of New Mexico,6-7,261lb,Right,Power Forward
983,Kent Bazemore,"July 1, 1989",USA,,,,Old Dominion University,6-5,201lb,Left,Small Forward and Shooting Guard
984,Kentavious Caldwell-Pope,"February 18, 1993",USA,8th overall,1st round,2013,University of Georgia,6-5,205lb,Right,Shooting Guard
985,Kenyon Martin,"December 30, 1977",USA,1st overall,1st round,2000,University of Cincinnati,6-9,234lb,Right,Power Forward and Center
986,Keon Clark,"April 16, 1975",USA,13th overall,1st round,1998,"University of Nevada, Las Vegas",6-11,220lb,Left,Power Forward and Center
987,Kerry Kittles,"June 12, 1974",USA,8th overall,1st round,1996,Villanova University,6-5,179lb,Right,Shooting Guard
988,Kevin Burleson,"April 9, 1979",USA,,,,University of Minnesota,6-3,205lb,Right,Point Guard
989,Kevin Duckworth,"April 1, 1964",USA,33rd overall,2nd round,1986,Eastern Illinois University,7-0,275lb,Right,Center
990,Kevin Durant,"September 29, 1988",District of Columbia,2nd overall,1st round,2007,University of Texas at Austin,6-9,240lb,Right,Power Forward and Small Forward and Shooting Guard
991,Kevin Edwards,"October 30, 1965",USA,20th overall,1st round,1988,DePaul University,6-3,190lb,Right,Point Guard and Shooting Guard
992,Kevin Gamble,"November 13, 1965",USA,63rd overall,3rd round,1987,University of Iowa,6-5,210lb,Right,Small Forward
993,Kevin Garnett,"May 19, 1976",USA,5th overall,1st round,1995,,6-11,240lb,Right,Small Forward and Center and Power Forward
994,Kevin Johnson,"March 4, 1966",USA,7th overall,1st round,1987,University of California,6-1,180lb,Right,Point Guard
995,Kevin Jones,"August 25, 1989",USA,,,,West Virginia University,6-8,251lb,Right,Power Forward
996,Kevin Love,"September 7, 1988",USA,5th overall,1st round,2008,"University of California, Los Angeles",6-10,251lb,Right,Center and Power Forward
997,Kevin Martin,"February 1, 1983",USA,26th overall,1st round,2004,Western Carolina University,6-7,199lb,Right,Point Guard and Shooting Guard
998,Kevin Murphy,"March 6, 1990",USA,47th overall,2nd round,2012,Tennessee Technological University,6-5,185lb,Right,Shooting Guard
999,Kevin Ollie,"December 27, 1972",USA,,,,University of Connecticut,6-4,195lb,Right,Shooting Guard and Point Guard
1000,Kevin Salvadori,"December 30, 1970",USA,,,,University of North Carolina,7-0,231lb,Right,Center
1001,Kevin Seraphin,"December 7, 1989",French Guiana,17th overall,1st round,2010,,6-9,285lb,Right,Power Forward and Center
1002,Kevin Willis,"September 6, 1962",USA,11th overall,1st round,1984,Michigan State University,7-0,220lb,Right,Power Forward and Center
1003,Kevon Looney,"February 6, 1996",USA,30th overall,1st round,2015,"University of California, Los Angeles",6-9,220lb,Right,Center and Power Forward
1004,Keyon Dooling,"May 8, 1980",USA,10th overall,1st round,2000,University of Missouri,6-3,196lb,Right,Shooting Guard and Point Guard
1005,Khalid El-Amin,"April 25, 1979",USA,34th overall,2nd round,2000,University of Connecticut,5-10,200lb,Right,Point Guard
1006,Khalid Reeves,"July 15, 1972",USA,12th overall,1st round,1994,University of Arizona,6-3,199lb,Right,Point Guard
1007,Khem Birch,"September 28, 1992",Canada,,,,"University of Pittsburgh, University of Nevada, Las Vegas",6-9,233lb,Right,Center
1008,Khris Middleton,"August 12, 1991",USA,39th overall,2nd round,2012,Texas A&M University,6-8,222lb,Right,Shooting Guard and Small Forward
1009,Kim English,"September 24, 1988",USA,44th overall,2nd round,2012,University of Missouri,6-6,200lb,Right,Shooting Guard
1010,Kirk Haston,"March 10, 1979",USA,16th overall,1st round,2001,Indiana University,6-9,242lb,Right,Power Forward and Small Forward
1011,Kirk Hinrich,"January 2, 1981",USA,7th overall,1st round,2003,University of Kansas,6-4,190lb,Right,Point Guard and Shooting Guard
1012,Kirk Penney,"November 23, 1980",New Zealand,,,,University of Wisconsin,6-5,220lb,Right,Shooting Guard
1013,Kirk Snyder,"June 5, 1983",USA,16th overall,1st round,2004,"University of Nevada, Reno",6-6,225lb,Right,Power Forward and Shooting Guard and Small Forward
1014,Kiwane Garris,"September 24, 1974",USA,,,,University of Illinois at Urbana-Champaign,6-2,183lb,Right,Shooting Guard
1015,Klay Thompson,"February 8, 1990",USA,11th overall,1st round,2011,Washington State University,6-7,215lb,Right,Shooting Guard
1016,Kobe Bryant,"August 23, 1978",USA,13th overall,1st round,1996,,6-6,212lb,Right,Shooting Guard and Small Forward
1017,Korleone Young,"December 31, 1978",USA,40th overall,2nd round,1998,,6-7,213lb,Right,Small Forward
1018,Kornel David,"October 22, 1971",Hungary,,,,,6-9,235lb,Right,Small Forward
1019,Kosta Koufos,"February 24, 1989",USA,23rd overall,1st round,2008,Ohio State University,7-0,245lb,Right,Center
1020,Kosta Perovic,"February 19, 1985",Croatia,38th overall,2nd round,2006,,7-2,240lb,Right,Center
1021,Kostas Papanikolaou,"July 31, 1990",Greece,48th overall,2nd round,2012,,6-8,225lb,Left,Small Forward
1022,Kris Dunn,"March 18, 1994",USA,5th overall,1st round,2016,Providence College,6-4,205lb,Right,Point Guard
1023,Kris Humphries,"February 6, 1985",USA,14th overall,1st round,2004,University of Minnesota,6-9,235lb,Right,Small Forward and Power Forward
1024,Kris Joseph,"December 17, 1988",Canada,51st overall,2nd round,2012,Syracuse University,6-7,210lb,Right,Small Forward
1025,Kristaps Porzingis,"August 2, 1995",Latvia,4th overall,1st round,2015,,7-3,240lb,Right,Power Forward
1026,Kurt Thomas,"October 4, 1972",USA,10th overall,1st round,1995,Texas Christian University,6-9,230lb,Right,Center and Power Forward
1027,Kwame Brown,"March 10, 1982",USA,1st overall,1st round,2001,,6-11,270lb,Right,Center and Power Forward
1028,Kyle Anderson,"September 20, 1993",USA,30th overall,1st round,2014,"University of California, Los Angeles",6-9,230lb,Right,Small Forward
1029,Kyle Korver,"March 17, 1981",USA,51st overall,2nd round,2003,Creighton University,6-7,212lb,Right,Small Forward and Shooting Guard and Power Forward
1030,Kyle Kuzma,"July 24, 1995",USA,27th overall,1st round,2017,University of Utah,6-9,220lb,Right,Power Forward
1031,Kyle Lowry,"March 25, 1986",USA,24th overall,1st round,2006,Villanova University,6-1,196lb,Right,Point Guard
1032,Kyle O'Quinn,"March 26, 1990",USA,49th overall,2nd round,2012,Norfolk State University,6-10,250lb,Right,Center and Power Forward
1033,Kyle Singler,"May 4, 1988",USA,33rd overall,2nd round,2011,Duke University,6-8,228lb,Right,Small Forward
1034,Kyle Weaver,"February 18, 1986",USA,38th overall,2nd round,2008,Washington State University,6-6,201lb,Right,Shooting Guard
1035,Kyrie Irving,"March 23, 1992",Australia,1st overall,1st round,2011,Duke University,6-3,193lb,Right,Point Guard
1036,Kyrylo Fesenko,"December 24, 1986",Ukraine,38th overall,2nd round,2007,,7-1,288lb,Right,Center
1037,LaMarcus Aldridge,"July 19, 1985",USA,2nd overall,1st round,2006,University of Texas at Austin,6-11,260lb,Right,Power Forward and Center
1038,LaPhonso Ellis,"May 5, 1970",USA,5th overall,1st round,1992,University of Notre Dame,6-8,240lb,Right,Power Forward and Small Forward
1039,LaSalle Thompson,"June 23, 1961",USA,5th overall,1st round,1982,University of Texas at Austin,6-10,245lb,Right,Center
1040,Lamar Odom,"November 6, 1979",USA,4th overall,1st round,1999,University of Rhode Island,6-10,220lb,Left,Small Forward and Power Forward
1041,Lamar Patterson,"August 12, 1991",USA,48th overall,2nd round,2014,University of Pittsburgh,6-5,225lb,Right,Shooting Guard
1042,Lamond Murray,"April 20, 1973",USA,7th overall,1st round,1994,University of California,6-7,236lb,Right,Small Forward
1043,Lance Stephenson,"September 5, 1990",USA,40th overall,2nd round,2010,University of Cincinnati,6-6,230lb,Right,Small Forward and Shooting Guard
1044,Lance Thomas,"April 24, 1988",USA,,,,Duke University,6-8,240lb,Right,Power Forward and Small Forward
1045,Landry Fields,"June 27, 1988",USA,39th overall,2nd round,2010,Stanford University,6-7,210lb,Right,Shooting Guard and Small Forward
1046,Langston Galloway,"December 9, 1991",USA,,,,Saint Joseph's University,6-2,200lb,Right,Shooting Guard and Point Guard
1047,Lari Ketner,"February 1, 1977",USA,49th overall,2nd round,1999,University of Massachusetts Amherst,6-9,277lb,Right,Power Forward
1048,Laron Profit,"August 5, 1977",USA,38th overall,2nd round,1999,University of Maryland,6-5,204lb,Right,Small Forward and Shooting Guard and Point Guard
1049,Larry Drew II,"March 5, 1990",USA,,,,"University of North Carolina, University of California, Los Angeles",6-2,180lb,Right,Point Guard
1050,Larry Hughes,"January 23, 1979",USA,8th overall,1st round,1998,Saint Louis University,6-5,184lb,Right,Shooting Guard and Point Guard and Small Forward
1052,Larry Nance Jr.,"January 1, 1993",USA,27th overall,1st round,2015,University of Wyoming,6-9,230lb,Right,Center and Power Forward
1053,Larry Owens,"January 8, 1983",USA,,,,Oral Roberts University,6-7,210lb,Right,Small Forward
1054,Larry Robinson,"January 11, 1968",USA,,,,Centenary College of Louisiana,6-3,180lb,Right,Point Guard and Small Forward and Shooting Guard
1055,Larry Sanders,"November 21, 1988",USA,15th overall,1st round,2010,Virginia Commonwealth University,6-11,235lb,Right,Power Forward and Center
1056,Larry Stewart,"September 21, 1968",USA,,,,Coppin State University,6-8,220lb,Right,Small Forward and Power Forward
1057,Latrell Sprewell,"September 8, 1970",USA,24th overall,1st round,1992,University of Alabama,6-5,190lb,Right,Small Forward and Shooting Guard
1058,Lauri Markkanen,"May 22, 1997",Finland,7th overall,1st round,2017,University of Arizona,7-0,240lb,Right,Power Forward
1059,Lavor Postell,"February 26, 1978",USA,39th overall,2nd round,2000,St. John's University,6-5,215lb,Right,Shooting Guard
1060,Lavoy Allen,"February 4, 1989",USA,50th overall,2nd round,2011,Temple University,6-9,260lb,Right,Power Forward and Center
1061,Lawrence Funderburke,"December 15, 1970",USA,51st overall,2nd round,1994,"Indiana University, Ohio State University",6-9,230lb,Left,Power Forward
1062,Lawrence Moten,"March 25, 1972",District of Columbia,36th overall,2nd round,1995,Syracuse University,6-5,185lb,Right,Shooting Guard
1063,Lawrence Roberts,"October 20, 1982",USA,55th overall,2nd round,2005,"Baylor University, Mississippi State University",6-9,240lb,Right,Center and Power Forward
1064,Lazar Hayward,"November 26, 1986",USA,30th overall,1st round,2010,Marquette University,6-6,225lb,Right,Small Forward
1065,Lazaro Borrell,"September 20, 1972",Cuba,,,,,6-8,220lb,Right,Small Forward
1066,LeBron James,"December 30, 1984",USA,1st overall,1st round,2003,,6-8,250lb,Right,Shooting Guard and Small Forward and Power Forward
1067,Leandro Barbosa,"November 28, 1982",Brazil,28th overall,1st round,2003,,6-3,194lb,Right,Point Guard and Shooting Guard
1068,Lee Mayberry,"June 12, 1970",USA,23rd overall,1st round,1992,University of Arkansas,6-1,172lb,Right,Point Guard
1069,Lee Nailon,"February 22, 1975",USA,43rd overall,2nd round,1999,"Butler County Community College, Texas Christian University",6-9,238lb,Left,Small Forward and Power Forward
1070,Leon Powe,"January 22, 1984",USA,49th overall,2nd round,2006,University of California,6-8,240lb,Right,Small Forward and Power Forward and Center
1071,Leon Smith,"November 2, 1980",USA,29th overall,1st round,1999,,6-10,235lb,Right,Center
1072,Lester Hudson,"August 7, 1984",USA,58th overall,2nd round,2009,University of Tennessee at Martin,6-3,190lb,Right,Shooting Guard and Point Guard
1073,Linas Kleiza,"January 3, 1985",Lithuania,27th overall,1st round,2005,University of Missouri,6-8,245lb,Right,Small Forward and Power Forward
1074,Lindsey Hunter,"December 3, 1970",USA,10th overall,1st round,1993,"Alcorn State University, Jackson State University",6-2,170lb,Right,Point Guard and Shooting Guard
1075,Linton Johnson,"June 13, 1980",USA,,,,Tulane University,6-8,205lb,Right,Small Forward and Power Forward
1076,Lionel Chalmers,"November 10, 1980",USA,33rd overall,2nd round,2004,Xavier University,6-0,180lb,Right,Point Guard
1077,Lionel Simmons,"November 14, 1968",USA,7th overall,1st round,1990,La Salle University,6-7,210lb,Right,Small Forward
1078,Litterial Green,"March 7, 1970",USA,39th overall,2nd round,1992,University of Georgia,6-1,185lb,Right,Point Guard
1079,Lloyd Daniels,"September 4, 1967",USA,,,,Mount San Antonio College,6-7,205lb,Right,Shooting Guard
1080,Lonny Baxter,"January 27, 1979",USA,44th overall,2nd round,2002,University of Maryland,6-8,260lb,Right,Power Forward and Center
1081,Lonzo Ball,"October 27, 1997",USA,2nd overall,1st round,2017,"University of California, Los Angeles",6-6,190lb,Right,Point Guard
1082,Loren Meyer,"December 30, 1972",USA,24th overall,1st round,1995,Iowa State University,6-10,257lb,Right,Center and Power Forward
1083,Loren Woods,"June 21, 1978",USA,46th overall,2nd round,2001,"Wake Forest University, University of Arizona",7-1,245lb,Right,Center
1084,Lorenzen Wright,"November 4, 1975",USA,7th overall,1st round,1996,University of Memphis,6-11,225lb,Right,Center
1085,Lorenzo Williams,"July 15, 1969",USA,,,,Stetson University,6-9,200lb,Right,Power Forward and Center
1086,Lou Amundson,"December 7, 1982",USA,,,,"University of Nevada, Las Vegas",6-9,220lb,Right,Power Forward
1087,Lou Roe,"July 14, 1972",USA,30th overall,2nd round,1995,University of Massachusetts Amherst,6-7,220lb,Right,Small Forward
1088,Lou Williams,"October 27, 1986",USA,45th overall,2nd round,2005,,6-1,175lb,Right,Shooting Guard and Point Guard
1089,Loy Vaught,"February 27, 1968",USA,13th overall,1st round,1990,University of Michigan,6-9,230lb,Right,Power Forward
1090,Luc Longley,"January 19, 1969",Australia,7th overall,1st round,1991,University of New Mexico,7-2,265lb,Right,Center
1091,Luc Mbah a Moute,"September 9, 1986",Cameroon,37th overall,2nd round,2008,"University of California, Los Angeles",6-8,230lb,Right,Small Forward and Power Forward
1092,Lucas Nogueira,"July 26, 1992",Brazil,16th overall,1st round,2013,,7-0,241lb,Right,Center
1093,Lucious Harris,"December 18, 1970",USA,28th overall,2nd round,1993,"California State University, Long Beach",6-5,190lb,Right,Point Guard and Shooting Guard
1094,Luis Flores,"April 11, 1981",Dominican Republic,55th overall,2nd round,2004,"Rutgers University, Manhattan College",6-2,200lb,Right,Point Guard
1095,Luis Scola,"April 30, 1980",Argentina,56th overall,2nd round,2002,,6-9,240lb,Right,Power Forward
1096,Luke Babbitt,"June 20, 1989",USA,16th overall,1st round,2010,"University of Nevada, Reno",6-9,225lb,Left,Small Forward and Power Forward
1097,Luke Harangody,"January 2, 1988",USA,52nd overall,2nd round,2010,University of Notre Dame,6-8,246lb,Right,Power Forward
1099,Luke Kennard,"June 24, 1996",USA,12th overall,1st round,2017,Duke University,6-5,206lb,Left,Shooting Guard
1100,Luke Ridnour,"February 13, 1981",USA,14th overall,1st round,2003,University of Oregon,6-2,175lb,Right,Point Guard and Shooting Guard
1101,Luke Schenscher,"December 31, 1982",Australia,,,,Georgia Institute of Technology,7-1,255lb,Right,Center
1102,Luke Walton,"March 28, 1980",USA,32nd overall,2nd round,2003,University of Arizona,6-8,235lb,Right,Power Forward and Small Forward
1103,Luke Zeller,"April 7, 1987",USA,,,,University of Notre Dame,6-11,245lb,Right,Center
1104,Luol Deng,"April 16, 1985",South Sudan,7th overall,1st round,2004,Duke University,6-9,237lb,Right,Power Forward and Small Forward
